date;LY;REG1_Semaine;REG2_Semaine;REG2_Samedi;REG3_Lundi;REG3_Semaine;REG3_Samedi;REG5_Lundi;REG5_Mardi;REG5_Mercredi;REG5_Jeudi;REG5_Vendredi;REG6_Lundi;REG6_Mardi;REG6_Mercredi;REG6_Jeudi;REG6_Vendredi;REG6_Samedi
1991-09-01;1.77636E-15;-1.5;-4;-1;0;-4;-1;0.5;-0.5;-0.5;-0.5;-0.5;0;-1;-1;-1;-1;-1
1991-10-01;8.88178E-16;3;3;0;0;3;0;0;1;1;1;0;0;1;1;1;0;0
1991-11-01;1.66533E-15;-3.5;-1;1;-1;0;1;-1.5;-0.5;-0.5;-0.5;-0.5;-1;0;0;0;0;1
1991-12-01;8.88178E-16;-1.5;-4;-1;0;-4;-1;0.5;0.5;-1.5;-0.5;-0.5;0;0;-2;-1;-1;-1
1992-01-01;0;2;2;0;0;2;0;0;0;0;1;1;0;0;0;1;1;0
1992-02-01;0.757857143;-2.5;0;1;0;0;1;-0.5;-0.5;-0.5;-0.5;-0.5;0;0;0;0;0;1
1992-03-01;8.88178E-16;0.211127004235273;-1.78092513559668;-0.79682085593278;0.40635828813444;-2.18728342373112;-0.79682085593278;0.80476871610083;0.60158957203361;-0.39841042796639;-0.39841042796639;-0.39841042796639;0.40635828813444;0.20317914406722;-0.79682085593278;-0.79682085593278;-0.79682085593278;-0.79682085593278
1992-04-01;1.77636E-15;1.30580459110366;0.809950727606282;-0.198341545398953;-0.401520689466173;1.21147141707246;-0.198341545398953;-0.302349916766697;-0.0991707726994768;0.900829227300523;0.90566682596879;-0.0991707726994768;-0.401520689466173;-0.198341545398953;0.801658454601047;0.806496053269314;-0.198341545398953;-0.198341545398953
1992-05-01;8.88178E-16;-4.0120913601794;-2.5921566174504;0.5679738970916;0.17751132929326;-2.76966794674366;0.5679738970916;-0.10647561925254;-0.7160130514542;-0.7160130514542;-0.757576586564259;-1.7160130514542;0.17751132929326;-0.4320261029084;-0.4320261029084;-0.473589638018458;-1.4320261029084;0.5679738970916
1992-06-01;1.9984E-15;-0.0048402351595378;-1.43686897455921;-0.572811495759868;-0.182348927961527;-1.25452004659768;-0.572811495759868;0.104056819918407;0.713594252120066;-0.286405747879934;-0.249679811438144;-0.286405747879934;-0.182348927961527;0.427188504240132;-0.572811495759868;-0.536085559318078;-0.572811495759868;-0.572811495759868
1992-07-01;1.22125E-15;2;2;0;0;2;0;0;-1;1;1;1;0;-1;1;1;1;0
1992-08-01;8.32667E-16;-1.5;-4;-1;0;-4;-1;0.500000000000001;-0.499999999999999;-0.499999999999999;-0.499999999999999;-0.499999999999999;0;-1;-1;-1;-1;-1
1992-09-01;1.77636E-15;2;2;0;0;2;0;0;1;1;0;0;0;1;1;0;0;0
1992-10-01;8.88178E-16;-0.5;2;1;0;2;1;-0.5;-0.5;-0.5;0.5;0.5;0;0;0;1;1;1
1992-11-01;1.88738E-15;0;0;0;1;-1;0;1;0;-1;0;0;1;0;-1;0;0;0
1992-12-01;9.99201E-16;2;2;0;0;2;0;0;1;1;1;-1;0;1;1;1;-1;0
1993-01-01;0;-5;-5;0;-1;-4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;0
1993-02-01;-0.242142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1993-03-01;8.88178E-16;3.71112700423527;4.21907486440332;0.20317914406722;1.40635828813444;2.81271657626888;0.20317914406722;1.30476871610083;1.10158957203361;1.10158957203361;0.10158957203361;0.10158957203361;1.40635828813444;1.20317914406722;1.20317914406722;0.20317914406722;0.20317914406722;0.20317914406722
